county,speed_source,pollutantID_2,pollutantID_3,pollutantID_87,pollutantID_100,pollutantID_110
Oakland,INRIX_XD_FRC_1_4,-4.21%,-0.03%,-5.45%,-0.48%,-0.45%
Oceana,Default,0.00%,0.00%,0.00%,0.00%,0.00%
Oceana,NPMRDS_count,17.68%,-0.56%,-9.30%,-2.45%,-2.55%
Oceana,NPMRDS_vht,17.78%,-0.80%,-9.60%,-2.71%,-2.81%
Oceana,INRIX_XD,-2.25%,3.70%,-0.50%,3.44%,3.48%
Oceana,INRIX_XD_FRC_1_4,-2.80%,2.49%,-2.15%,2.34%,2.37%
Ogemaw,Default,0.00%,0.00%,0.00%,0.00%,0.00%
Ogemaw,NPMRDS_count,-5.64%,-2.81%,-7.89%,-2.89%,-2.88%
Ogemaw,NPMRDS_vht,-5.56%,-2.63%,-7.67%,-2.69%,-2.68%
Ogemaw,INRIX_XD,-6.22%,0.39%,-2.37%,1.08%,1.12%
Ogemaw,INRIX_XD_FRC_1_4,-6.61%,-0.80%,-3.84%,-0.25%,-0.22%
Ontonagon,Default,0.00%,0.00%,0.00%,0.00%,0.00%
Ontonagon,NPMRDS_count,-4.91%,-5.18%,-11.12%,-6.30%,-6.32%
Ontonagon,NPMRDS_vht,-4.84%,-5.31%,-11.27%,-6.45%,-6.47%
Ontonagon,INRIX_XD,-7.94%,-3.25%,-5.08%,-3.28%,-3.26%
Ontonagon,INRIX_XD_FRC_1_4,-9.92%,-6.89%,-9.11%,-6.61%,-6.61%
Osceola,Default,0.00%,0.00%,0.00%,0.00%,0.00%
Osceola,NPMRDS_count,10.37%,-1.01%,-8.35%,-2.31%,-2.37%
Osceola,NPMRDS_vht,14.04%,-0.85%,-8.57%,-2.35%,-2.43%
Osceola,INRIX_XD,-2.00%,1.28%,-3.45%,0.65%,0.67%
Osceola,INRIX_XD_FRC_1_4,-1.76%,0.93%,-4.18%,0.15%,0.17%
Oscoda,Default,0.00%,0.00%,0.00%,0.00%,0.00%
Oscoda,NPMRDS_count,-11.35%,-6.27%,-7.52%,-4.74%,-4.72%
Oscoda,NPMRDS_vht,-10.78%,-5.95%,-6.40%,-4.19%,-4.17%
Oscoda,INRIX_XD,-10.55%,-4.66%,-5.59%,-3.12%,-3.09%
Oscoda,INRIX_XD_FRC_1_4,-11.62%,-7.31%,-8.56%,-6.00%,-5.99%
Otsego,Default,0.00%,0.00%,0.00%,0.00%,0.00%
Otsego,NPMRDS_count,-3.76%,-2.83%,-8.78%,-2.79%,-2.79%
Otsego,NPMRDS_vht,-2.24%,-1.96%,-6.26%,-1.64%,-1.65%
Otsego,INRIX_XD,-3.35%,1.27%,-3.65%,1.13%,1.15%
Otsego,INRIX_XD_FRC_1_4,-4.54%,-0.40%,-5.82%,-0.54%,-0.52%
Ottawa,Default,0.00%,0.00%,0.00%,0.00%,0.00%
Ottawa,NPMRDS_count,4.07%,-9.37%,-24.15%,-12.02%,-12.15%
Ottawa,NPMRDS_vht,4.55%,-9.62%,-24.93%,-12.48%,-12.62%
Ottawa,INRIX_XD,-7.23%,-2.31%,-9.50%,-2.91%,-2.89%
Ottawa,INRIX_XD_FRC_1_4,-9.07%,-5.15%,-13.73%,-6.08%,-6.07%
Presque_isle,Default,0.00%,0.00%,0.00%,0.00%,0.00%
Presque_isle,NPMRDS_count,-6.82%,-7.73%,-13.38%,-8.90%,-8.93%
Presque_isle,NPMRDS_vht,-7.51%,-7.42%,-12.17%,-8.12%,-8.14%
Presque_isle,INRIX_XD,-8.15%,-3.18%,-5.31%,-3.07%,-3.05%
Presque_isle,INRIX_XD_FRC_1_4,-8.97%,-4.70%,-7.05%,-4.55%,-4.54%
Roscommon,Default,0.00%,0.00%,0.00%,0.00%,0.00%
Roscommon,NPMRDS_count,14.39%,-0.60%,-13.77%,-3.08%,-3.17%
Roscommon,NPMRDS_vht,14.42%,-0.57%,-13.77%,-3.07%,-3.15%
Roscommon,INRIX_XD,-2.94%,0.26%,-9.13%,-1.23%,-1.22%
Roscommon,INRIX_XD_FRC_1_4,-3.24%,0.00%,-9.67%,-1.51%,-1.50%
Saginaw,Default,0.00%,0.00%,0.00%,0.00%,0.00%
Saginaw,NPMRDS_count,-1.70%,-3.84%,-12.56%,-4.38%,-4.42%
Saginaw,NPMRDS_vht,-1.39%,-4.33%,-13.11%,-4.91%,-4.95%
Saginaw,INRIX_XD,-3.80%,0.50%,-4.02%,0.54%,0.57%
Saginaw,INRIX_XD_FRC_1_4,-5.06%,-1.11%,-6.23%,-1.12%,-1.10%
Sanilac,Default,0.00%,0.00%,0.00%,0.00%,0.00%
Sanilac,NPMRDS_count,-12.28%,-6.34%,-9.41%,-5.37%,-5.34%
Sanilac,NPMRDS_vht,-12.02%,-4.85%,-8.45%,-3.96%,-3.92%
Sanilac,INRIX_XD,-10.59%,-4.65%,-4.61%,-2.79%,-2.76%
Sanilac,INRIX_XD_FRC_1_4,-10.99%,-5.41%,-5.40%,-3.54%,-3.51%
Schoolcraft,Default,0.00%,0.00%,0.00%,0.00%,0.00%
Schoolcraft,NPMRDS_count,-2.18%,-5.63%,-13.58%,-7.54%,-7.58%
Schoolcraft,NPMRDS_vht,-2.81%,-5.34%,-13.30%,-7.15%,-7.18%
Schoolcraft,INRIX_XD,-6.60%,-5.54%,-9.56%,-6.73%,-6.74%
Schoolcraft,INRIX_XD_FRC_1_4,-7.95%,-7.80%,-12.12%,-8.80%,-8.83%
Shiawassee,Default,0.00%,0.00%,0.00%,0.00%,0.00%
Shiawassee,NPMRDS_count,7.17%,-2.37%,-11.35%,-3.43%,-3.49%
Shiawassee,NPMRDS_vht,9.54%,-2.24%,-11.95%,-3.53%,-3.60%
Shiawassee,INRIX_XD,-5.13%,1.52%,-3.54%,1.42%,1.46%
Shiawassee,INRIX_XD_FRC_1_4,-5.78%,0.81%,-4.65%,0.70%,0.73%
St_clair,Default,0.00%,0.00%,0.00%,0.00%,0.00%
St_clair,NPMRDS_count,-0.16%,-3.70%,-10.95%,-4.23%,-4.26%
St_clair,NPMRDS_vht,2.05%,-2.26%,-8.52%,-2.60%,-2.63%
St_clair,INRIX_XD,-6.16%,0.67%,-4.69%,0.41%,0.45%
St_clair,INRIX_XD_FRC_1_4,-7.32%,-0.58%,-6.43%,-0.81%,-0.77%
St_joseph,Default,0.00%,0.00%,0.00%,0.00%,0.00%
St_joseph,NPMRDS_count,-11.89%,-8.98%,-18.95%,-9.69%,-9.70%
St_joseph,NPMRDS_vht,-10.90%,-9.82%,-20.03%,-10.81%,-10.83%
St_joseph,INRIX_XD,-11.11%,-3.33%,-5.95%,-1.79%,-1.74%
St_joseph,INRIX_XD_FRC_1_4,-12.20%,-4.80%,-7.90%,-3.26%,-3.22%
Tuscola,Default,0.00%,0.00%,0.00%,0.00%,0.00%
Tuscola,NPMRDS_count,-8.47%,-9.34%,-8.51%,-7.62%,-7.65%
Tuscola,NPMRDS_vht,-8.33%,-9.85%,-9.63%,-8.33%,-8.37%
Tuscola,INRIX_XD,-10.75%,-3.16%,-3.44%,-0.92%,-0.87%
Tuscola,INRIX_XD_FRC_1_4,-11.23%,-4.27%,-4.57%,-2.07%,-2.03%
Van_buren,Default,0.00%,0.00%,0.00%,0.00%,0.00%
Van_buren,NPMRDS_count,13.70%,-3.15%,-13.14%,-4.78%,-4.89%
Van_buren,NPMRDS_vht,13.90%,-3.27%,-13.57%,-4.95%,-5.06%
Van_buren,INRIX_XD,-1.61%,3.15%,-1.27%,2.63%,2.66%
Van_buren,INRIX_XD_FRC_1_4,-3.52%,1.24%,-4.93%,0.60%,0.62%
Washtenaw,Default,0.00%,0.00%,0.00%,0.00%,0.00%
Washtenaw,NPMRDS_count,5.67%,-5.74%,-15.18%,-7.06%,-7.17%
Washtenaw,NPMRDS_vht,6.44%,-6.80%,-18.86%,-8.73%,-8.86%
Washtenaw,INRIX_XD,-0.58%,3.30%,-2.58%,2.27%,2.29%
Washtenaw,INRIX_XD_FRC_1_4,-2.34%,1.00%,-5.75%,-0.01%,-0.00%
Wayne,Default,0.00%,0.00%,0.00%,0.00%,0.00%
Wayne,NPMRDS_count,-5.09%,-4.04%,-9.98%,-4.39%,-4.40%
Wayne,NPMRDS_vht,-7.93%,-9.57%,-18.41%,-10.57%,-10.63%
Wayne,INRIX_XD,8.00%,15.08%,14.29%,13.92%,13.99%
Wayne,INRIX_XD_FRC_1_4,-1.02%,4.77%,1.60%,4.58%,4.63%
Wexford,Default,0.00%,0.00%,0.00%,0.00%,0.00%
Wexford,NPMRDS_count,1.57%,-6.38%,-16.89%,-7.78%,-7.85%
Wexford,NPMRDS_vht,2.11%,-6.32%,-16.90%,-7.78%,-7.85%
Wexford,INRIX_XD,-4.26%,-1.97%,-7.75%,-2.37%,-2.37%
Wexford,INRIX_XD_FRC_1_4,-4.99%,-3.53%,-10.25%,-4.19%,-4.19%
